MEASURE:Migration type,SEX_ABS:Sex,AGE:Age,ASGS_2011:Region,FREQUENCY:Frequency,TIME:Time,Value,Flag Codes:Flags
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2010:2010,90,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2011:2011,80,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2012:2012,80,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2013:2013,120,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2014:2014,80,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2015:2015,70,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2016:2016,120,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2017:2017,170,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2018:2018,250,
3:NOM,2:Females,A30:30 - 34,6:Tasmania,A:Annual,2019:2019,210,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2004:2004,50,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2005:2005,50,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2006:2006,70,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2007:2007,110,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2008:2008,160,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2009:2009,130,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2010:2010,80,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2011:2011,110,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2012:2012,220,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2013:2013,170,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2014:2014,70,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2015:2015,80,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2016:2016,160,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2017:2017,100,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2018:2018,30,
3:NOM,2:Females,A30:30 - 34,7:Northern Territory,A:Annual,2019:2019,70,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2004:2004,50,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2005:2005,70,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2006:2006,60,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2007:2007,100,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2008:2008,170,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2009:2009,140,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2010:2010,130,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2011:2011,200,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2012:2012,270,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2013:2013,180,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2014:2014,220,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2015:2015,160,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2016:2016,210,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2017:2017,220,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2018:2018,240,
3:NOM,2:Females,A30:30 - 34,8:Australian Capital Territory,A:Annual,2019:2019,200,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2004:2004,5700,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2005:2005,7200,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2006:2006,8780,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2007:2007,10090,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2008:2008,12110,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2009:2009,9260,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2010:2010,7670,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2011:2011,8550,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2012:2012,9320,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2013:2013,7810,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2014:2014,6000,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2015:2015,6360,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2016:2016,8470,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2017:2017,8440,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2018:2018,8430,
3:NOM,2:Females,A35:35 - 39,0:Australia,A:Annual,2019:2019,7930,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2004:2004,1470,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2005:2005,1890,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2006:2006,2270,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2007:2007,2570,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2008:2008,3150,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2009:2009,2240,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2010:2010,2000,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2011:2011,1970,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2012:2012,2110,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2013:2013,2080,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2014:2014,1930,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2015:2015,2170,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2016:2016,2950,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2017:2017,2930,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2018:2018,2650,
3:NOM,2:Females,A35:35 - 39,1:New South Wales,A:Annual,2019:2019,2520,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2004:2004,1440,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2005:2005,1550,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2006:2006,1970,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2007:2007,2340,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2008:2008,2790,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2009:2009,2310,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2010:2010,1870,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2011:2011,2220,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2012:2012,2190,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2013:2013,2130,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2014:2014,1730,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2015:2015,1890,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2016:2016,2640,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2017:2017,2760,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2018:2018,2760,
3:NOM,2:Females,A35:35 - 39,2:Victoria,A:Annual,2019:2019,2430,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2004:2004,1330,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2005:2005,1680,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2006:2006,1920,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2007:2007,2290,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2008:2008,2660,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2009:2009,2040,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2010:2010,1530,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2011:2011,1830,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2012:2012,1860,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2013:2013,1240,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2014:2014,870,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2015:2015,860,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2016:2016,1250,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2017:2017,1220,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2018:2018,1370,
3:NOM,2:Females,A35:35 - 39,3:Queensland,A:Annual,2019:2019,1240,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2004:2004,340,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2005:2005,560,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2006:2006,810,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2007:2007,780,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2008:2008,760,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2009:2009,780,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2010:2010,620,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2011:2011,510,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2012:2012,620,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2013:2013,580,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2014:2014,460,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2015:2015,470,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2016:2016,550,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2017:2017,600,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2018:2018,620,
3:NOM,2:Females,A35:35 - 39,4:South Australia,A:Annual,2019:2019,690,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2004:2004,1010,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2005:2005,1370,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2006:2006,1660,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2007:2007,1920,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2008:2008,2420,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2009:2009,1600,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2010:2010,1400,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2011:2011,1700,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2012:2012,2130,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2013:2013,1460,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2014:2014,780,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2015:2015,730,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2016:2016,800,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2017:2017,600,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2018:2018,670,
3:NOM,2:Females,A35:35 - 39,5:Western Australia,A:Annual,2019:2019,760,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2004:2004,60,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2005:2005,60,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2006:2006,90,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2007:2007,50,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2008:2008,110,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2009:2009,110,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2010:2010,90,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2011:2011,60,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2012:2012,80,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2013:2013,80,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2014:2014,80,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2015:2015,90,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2016:2016,80,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2017:2017,130,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2018:2018,170,
3:NOM,2:Females,A35:35 - 39,6:Tasmania,A:Annual,2019:2019,120,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2004:2004,50,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2005:2005,40,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2006:2006,40,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2007:2007,80,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2008:2008,90,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2009:2009,80,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2010:2010,70,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2011:2011,100,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2012:2012,190,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2013:2013,120,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2014:2014,70,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2015:2015,110,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2016:2016,100,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2017:2017,70,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2018:2018,60,
3:NOM,2:Females,A35:35 - 39,7:Northern Territory,A:Annual,2019:2019,50,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2004:2004,10,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2005:2005,50,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2006:2006,20,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2007:2007,50,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2008:2008,130,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2009:2009,120,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2010:2010,80,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2011:2011,160,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2012:2012,150,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2013:2013,130,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2014:2014,90,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2015:2015,50,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2016:2016,100,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2017:2017,140,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2018:2018,160,
3:NOM,2:Females,A35:35 - 39,8:Australian Capital Territory,A:Annual,2019:2019,130,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2004:2004,3920,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2005:2005,4690,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2006:2006,6130,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2007:2007,6640,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2008:2008,7640,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2009:2009,5890,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2010:2010,4840,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2011:2011,6480,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2012:2012,6970,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2013:2013,5300,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2014:2014,4090,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2015:2015,3890,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2016:2016,5340,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2017:2017,5300,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2018:2018,4830,
3:NOM,2:Females,A40:40 - 44,0:Australia,A:Annual,2019:2019,4780,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2004:2004,1000,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2005:2005,1200,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2006:2006,1480,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2007:2007,1620,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2008:2008,1780,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2009:2009,1500,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2010:2010,1130,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2011:2011,1520,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2012:2012,1680,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2013:2013,1410,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2014:2014,1360,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2015:2015,1200,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2016:2016,1780,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2017:2017,1640,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2018:2018,1510,
3:NOM,2:Females,A40:40 - 44,1:New South Wales,A:Annual,2019:2019,1350,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2004:2004,1080,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2005:2005,1130,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2006:2006,1480,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2007:2007,1360,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2008:2008,1720,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2009:2009,1490,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2010:2010,1310,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2011:2011,1570,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2012:2012,1670,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2013:2013,1590,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2014:2014,1250,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2015:2015,1360,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2016:2016,1810,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2017:2017,1900,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2018:2018,1570,
3:NOM,2:Females,A40:40 - 44,2:Victoria,A:Annual,2019:2019,1610,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2004:2004,890,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2005:2005,1040,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2006:2006,1350,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2007:2007,1630,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2008:2008,1880,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2009:2009,1190,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2010:2010,910,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2011:2011,1390,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2012:2012,1400,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2013:2013,930,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2014:2014,550,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2015:2015,490,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2016:2016,870,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2017:2017,830,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2018:2018,900,
3:NOM,2:Females,A40:40 - 44,3:Queensland,A:Annual,2019:2019,810,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2004:2004,230,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2005:2005,370,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2006:2006,500,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2007:2007,500,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2008:2008,470,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2009:2009,430,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2010:2010,340,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2011:2011,410,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2012:2012,400,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2013:2013,360,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2014:2014,270,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2015:2015,280,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2016:2016,290,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2017:2017,310,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2018:2018,370,
3:NOM,2:Females,A40:40 - 44,4:South Australia,A:Annual,2019:2019,430,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2004:2004,670,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2005:2005,850,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2006:2006,1190,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2007:2007,1380,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2008:2008,1590,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2009:2009,1090,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2010:2010,960,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2011:2011,1310,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2012:2012,1510,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2013:2013,830,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2014:2014,520,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2015:2015,420,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2016:2016,380,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2017:2017,450,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2018:2018,340,
3:NOM,2:Females,A40:40 - 44,5:Western Australia,A:Annual,2019:2019,420,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2004:2004,40,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2005:2005,60,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2006:2006,60,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2007:2007,50,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2008:2008,80,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2009:2009,50,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2010:2010,60,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2011:2011,50,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2012:2012,40,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2013:2013,50,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2014:2014,40,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2015:2015,40,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2016:2016,40,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2017:2017,70,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2018:2018,60,
3:NOM,2:Females,A40:40 - 44,6:Tasmania,A:Annual,2019:2019,60,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2004:2004,20,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2005:2005,10,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2006:2006,30,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2007:2007,60,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2008:2008,50,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2009:2009,70,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2010:2010,70,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2011:2011,80,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2012:2012,120,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2013:2013,70,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2014:2014,50,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2015:2015,60,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2016:2016,70,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2017:2017,30,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2018:2018,20,
3:NOM,2:Females,A40:40 - 44,7:Northern Territory,A:Annual,2019:2019,60,
3:NOM,2:Females,A40:40 - 44,8:Australian Capital Territory,A:Annual,2004:2004,10,
3:NOM,2:Females,A40:40 - 44,8:Australian Capital Territory,A:Annual,2005:2005,40,
3:NOM,2:Females,A40:40 - 44,8:Australian Capital Territory,A:Annual,2006:2006,50,
3:NOM,2:Females,A40:40 - 44,8:Australian Capital Territory,A:Annual,2007:2007,40,
3:NOM,2:Females,A40:40 - 44,8:Australian Capital Territory,A:Annual,2008:2008,90,
