MEASURE:Migration type,SEX_ABS:Sex,AGE:Age,ASGS_2011:Region,FREQUENCY:Frequency,TIME:Time,Value,Flag Codes:Flags
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2011:2011,4220,
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2012:2012,4230,
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2013:2013,4600,
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2014:2014,4270,
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2015:2015,4690,
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2016:2016,5200,
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2017:2017,5500,
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2018:2018,5250,
1:NOM arrival,3:Persons,A10:10 - 14,2:Victoria,A:Annual,2019:2019,5410,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2004:2004,3670,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2005:2005,3730,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2006:2006,4140,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2007:2007,4890,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2008:2008,5250,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2009:2009,4290,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2010:2010,3700,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2011:2011,4170,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2012:2012,4190,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2013:2013,3810,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2014:2014,3240,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2015:2015,3180,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2016:2016,3430,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2017:2017,3510,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2018:2018,3520,
1:NOM arrival,3:Persons,A10:10 - 14,3:Queensland,A:Annual,2019:2019,3730,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2004:2004,870,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2005:2005,1120,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2006:2006,1430,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2007:2007,1330,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2008:2008,1340,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2009:2009,1270,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2010:2010,1100,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2011:2011,1060,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2012:2012,1080,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2013:2013,1090,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2014:2014,930,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2015:2015,1050,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2016:2016,1110,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2017:2017,1130,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2018:2018,1110,
1:NOM arrival,3:Persons,A10:10 - 14,4:South Australia,A:Annual,2019:2019,1270,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2004:2004,2340,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2005:2005,2700,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2006:2006,2990,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2007:2007,3280,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2008:2008,4030,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2009:2009,3300,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2010:2010,2960,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2011:2011,3340,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2012:2012,3440,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2013:2013,2860,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2014:2014,2190,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2015:2015,2120,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2016:2016,2070,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2017:2017,1940,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2018:2018,1670,
1:NOM arrival,3:Persons,A10:10 - 14,5:Western Australia,A:Annual,2019:2019,1770,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2004:2004,170,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2005:2005,160,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2006:2006,140,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2007:2007,160,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2008:2008,210,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2009:2009,200,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2010:2010,200,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2011:2011,160,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2012:2012,150,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2013:2013,170,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2014:2014,190,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2015:2015,150,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2016:2016,170,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2017:2017,170,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2018:2018,230,
1:NOM arrival,3:Persons,A10:10 - 14,6:Tasmania,A:Annual,2019:2019,210,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2004:2004,150,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2005:2005,120,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2006:2006,160,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2007:2007,170,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2008:2008,190,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2009:2009,230,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2010:2010,190,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2011:2011,230,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2012:2012,290,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2013:2013,220,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2014:2014,160,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2015:2015,240,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2016:2016,210,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2017:2017,190,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2018:2018,140,
1:NOM arrival,3:Persons,A10:10 - 14,7:Northern Territory,A:Annual,2019:2019,190,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2004:2004,270,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2005:2005,290,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2006:2006,290,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2007:2007,270,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2008:2008,360,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2009:2009,400,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2010:2010,290,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2011:2011,370,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2012:2012,360,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2013:2013,340,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2014:2014,340,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2015:2015,340,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2016:2016,360,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2017:2017,410,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2018:2018,420,
1:NOM arrival,3:Persons,A10:10 - 14,8:Australian Capital Territory,A:Annual,2019:2019,340,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2004:2004,35810,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2005:2005,32720,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2006:2006,37310,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2007:2007,47620,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2008:2008,51670,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2009:2009,46740,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2010:2010,36370,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2011:2011,35430,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2012:2012,38080,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2013:2013,40640,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2014:2014,44210,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2015:2015,46120,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2016:2016,49580,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2017:2017,50980,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2018:2018,54600,
1:NOM arrival,3:Persons,A15:15 - 19,0:Australia,A:Annual,2019:2019,50150,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2004:2004,11840,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2005:2005,11040,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2006:2006,12770,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2007:2007,17080,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2008:2008,17480,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2009:2009,14880,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2010:2010,11710,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2011:2011,11110,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2012:2012,11810,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2013:2013,13260,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2014:2014,14860,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2015:2015,15590,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2016:2016,17160,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2017:2017,18630,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2018:2018,21170,
1:NOM arrival,3:Persons,A15:15 - 19,1:New South Wales,A:Annual,2019:2019,17800,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2004:2004,10640,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2005:2005,9300,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2006:2006,10910,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2007:2007,14210,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2008:2008,14970,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2009:2009,14000,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2010:2010,10010,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2011:2011,9680,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2012:2012,10640,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2013:2013,12000,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2014:2014,14190,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2015:2015,15070,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2016:2016,16380,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2017:2017,16880,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2018:2018,17690,
1:NOM arrival,3:Persons,A15:15 - 19,2:Victoria,A:Annual,2019:2019,17570,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2004:2004,5880,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2005:2005,5660,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2006:2006,6100,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2007:2007,7630,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2008:2008,8880,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2009:2009,8100,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2010:2010,6370,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2011:2011,6610,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2012:2012,7140,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2013:2013,6980,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2014:2014,6760,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2015:2015,6820,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2016:2016,7370,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2017:2017,7450,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2018:2018,7620,
1:NOM arrival,3:Persons,A15:15 - 19,3:Queensland,A:Annual,2019:2019,7140,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2004:2004,2070,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2005:2005,2040,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2006:2006,2300,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2007:2007,2710,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2008:2008,3040,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2009:2009,2950,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2010:2010,2290,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2011:2011,2070,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2012:2012,2020,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2013:2013,2350,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2014:2014,2610,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2015:2015,2740,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2016:2016,2950,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2017:2017,2790,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2018:2018,2780,
1:NOM arrival,3:Persons,A15:15 - 19,4:South Australia,A:Annual,2019:2019,2730,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2004:2004,4120,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2005:2005,3700,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2006:2006,4150,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2007:2007,4790,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2008:2008,5800,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2009:2009,5210,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2010:2010,4730,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2011:2011,4680,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2012:2012,4880,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2013:2013,4530,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2014:2014,4090,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2015:2015,4080,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2016:2016,3800,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2017:2017,3330,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2018:2018,3540,
1:NOM arrival,3:Persons,A15:15 - 19,5:Western Australia,A:Annual,2019:2019,3590,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2004:2004,420,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2005:2005,270,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2006:2006,300,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2007:2007,330,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2008:2008,380,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2009:2009,380,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2010:2010,310,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2011:2011,290,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2012:2012,350,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2013:2013,310,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2014:2014,410,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2015:2015,390,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2016:2016,430,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2017:2017,400,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2018:2018,390,
1:NOM arrival,3:Persons,A15:15 - 19,6:Tasmania,A:Annual,2019:2019,330,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2004:2004,280,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2005:2005,220,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2006:2006,210,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2007:2007,190,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2008:2008,240,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2009:2009,300,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2010:2010,240,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2011:2011,270,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2012:2012,420,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2013:2013,370,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2014:2014,290,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2015:2015,370,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2016:2016,370,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2017:2017,300,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2018:2018,270,
1:NOM arrival,3:Persons,A15:15 - 19,7:Northern Territory,A:Annual,2019:2019,280,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2004:2004,570,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2005:2005,500,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2006:2006,580,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2007:2007,690,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2008:2008,870,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2009:2009,920,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2010:2010,720,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2011:2011,710,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2012:2012,830,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2013:2013,840,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2014:2014,990,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2015:2015,1040,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2016:2016,1120,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2017:2017,1220,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2018:2018,1130,
1:NOM arrival,3:Persons,A15:15 - 19,8:Australian Capital Territory,A:Annual,2019:2019,720,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2004:2004,66160,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2005:2005,64720,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2006:2006,74430,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2007:2007,91920,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2008:2008,111160,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2009:2009,104030,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2010:2010,80320,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2011:2011,84750,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2012:2012,90850,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2013:2013,96030,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2014:2014,98810,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2015:2015,100670,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2016:2016,108040,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2017:2017,114300,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2018:2018,120250,
1:NOM arrival,3:Persons,A20:20 - 24,0:Australia,A:Annual,2019:2019,109810,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2004:2004,24990,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2005:2005,24830,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2006:2006,28050,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2007:2007,33910,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2008:2008,39240,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2009:2009,33930,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2010:2010,27220,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2011:2011,27080,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2012:2012,27920,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2013:2013,31200,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2014:2014,33580,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2015:2015,34970,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2016:2016,38800,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2017:2017,41830,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2018:2018,43860,
1:NOM arrival,3:Persons,A20:20 - 24,1:New South Wales,A:Annual,2019:2019,37290,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2004:2004,17750,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2005:2005,16690,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2006:2006,20700,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2007:2007,26640,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2008:2008,30990,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2009:2009,29660,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2010:2010,19970,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2011:2011,20730,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2012:2012,22790,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2013:2013,25650,
1:NOM arrival,3:Persons,A20:20 - 24,2:Victoria,A:Annual,2014:2014,28360,
